"psu","HH1","HH2","HH7","hhsex","helevel","WS7","WS11","HW3","windex5","HW1","HW4","HW5"
434,434,4,7,1,2,2,12,1,2,2,NA,NA
434,434,5,7,1,4,2,95,1,2,2,NA,NA
434,434,6,7,1,0,1,13,2,1,2,NA,1
434,434,7,7,1,0,1,95,1,1,3,NA,NA
434,434,8,7,1,0,1,95,2,1,2,NA,1
434,434,9,7,1,0,2,95,1,1,1,NA,NA
434,434,10,7,1,3,2,12,2,2,2,NA,1
434,434,11,7,1,2,2,95,1,1,3,NA,NA
434,434,12,7,NA,NA,NA,NA,NA,0,NA,NA,NA
434,434,13,7,1,0,2,95,1,1,3,NA,NA
434,434,14,7,1,0,2,95,NA,1,4,NA,2
434,434,15,7,1,4,1,12,1,1,3,NA,NA
434,434,16,7,1,0,2,95,NA,1,4,NA,1
434,434,17,7,1,0,2,95,2,1,2,NA,1
434,434,18,7,1,0,1,95,1,1,3,NA,NA
434,434,19,7,1,1,1,95,NA,1,4,NA,1
434,434,20,7,1,0,2,95,NA,1,4,NA,2
435,435,1,7,1,3,2,13,1,2,2,NA,NA
435,435,2,7,1,0,1,95,1,1,1,NA,NA
435,435,3,7,1,1,2,12,1,1,1,NA,NA
435,435,4,7,1,3,2,95,1,1,2,NA,NA
435,435,5,7,1,0,2,95,1,1,1,NA,NA
435,435,6,7,1,1,2,13,1,1,2,NA,NA
435,435,7,7,1,1,2,95,1,1,2,NA,NA
435,435,8,7,1,2,1,95,2,1,2,NA,2
435,435,9,7,1,0,2,12,2,1,2,NA,1
435,435,10,7,1,1,2,95,1,1,1,NA,NA
435,435,11,7,1,3,2,12,1,1,2,NA,NA
435,435,12,7,1,2,2,12,2,2,1,NA,1
435,435,13,7,1,0,2,95,1,1,1,NA,NA
435,435,14,7,NA,NA,NA,NA,NA,0,NA,NA,NA
435,435,15,7,1,1,2,12,1,3,2,NA,NA
435,435,16,7,1,0,1,95,2,1,3,NA,1
435,435,17,7,1,1,2,95,1,1,1,NA,NA
435,435,18,7,1,4,2,12,1,2,1,NA,NA
435,435,19,7,1,0,2,95,2,1,3,NA,1
435,435,20,7,1,2,2,12,2,1,2,NA,1
436,436,1,7,2,0,2,12,2,1,1,NA,1
436,436,2,7,1,0,2,14,1,3,2,NA,NA
436,436,3,7,1,0,2,12,2,3,1,NA,1
436,436,4,7,1,1,1,14,1,2,3,NA,NA
436,436,5,7,1,0,2,14,1,2,2,NA,NA
436,436,6,7,1,0,2,12,1,3,3,NA,NA
436,436,7,7,1,4,2,12,1,2,2,NA,NA
436,436,8,7,1,0,2,12,2,1,3,NA,1
436,436,9,7,1,1,2,12,2,2,2,NA,1
436,436,10,7,1,0,2,96,2,1,3,NA,1
436,436,11,7,1,0,2,95,2,1,3,NA,1
436,436,12,7,1,0,2,95,NA,1,4,NA,1
436,436,13,7,2,0,2,12,2,1,2,NA,1
436,436,14,7,1,0,2,12,1,1,2,NA,NA
436,436,15,7,1,0,2,12,1,1,2,NA,NA
436,436,16,7,1,0,2,14,1,1,1,NA,NA
436,436,17,7,1,0,2,95,2,1,3,NA,1
436,436,18,7,1,0,1,12,2,1,3,NA,1
436,436,19,7,1,3,1,14,2,1,2,NA,1
436,436,20,7,1,1,2,21,1,1,3,NA,NA
437,437,1,7,1,3,2,14,2,2,3,NA,1
437,437,2,7,1,2,2,12,2,2,2,NA,1
437,437,3,7,2,0,1,12,2,3,2,NA,1
437,437,4,7,1,0,2,12,1,2,2,NA,NA
437,437,5,7,2,0,2,12,1,3,2,NA,NA
437,437,6,7,1,0,2,12,1,3,2,NA,NA
437,437,7,7,1,1,2,12,2,1,1,NA,1
437,437,8,7,1,3,2,12,2,2,3,NA,1
437,437,9,7,1,1,2,12,2,1,2,NA,1
437,437,10,7,NA,NA,NA,NA,NA,0,NA,NA,NA
437,437,11,7,1,0,2,12,1,3,2,NA,NA
437,437,12,7,1,0,2,96,1,1,3,NA,NA
437,437,13,7,1,0,2,12,1,3,3,NA,NA
437,437,14,7,1,3,2,12,1,2,1,NA,NA
437,437,15,7,2,0,2,12,2,1,1,NA,1
437,437,16,7,1,0,2,12,1,1,2,NA,NA
437,437,17,7,1,0,2,14,2,2,3,NA,1
437,437,18,7,2,0,2,95,2,1,1,NA,2
437,437,19,7,1,2,2,12,2,1,3,NA,1
437,437,20,7,1,0,1,14,NA,1,4,NA,1
438,438,1,7,1,3,2,95,1,1,2,NA,NA
438,438,2,7,1,1,2,95,2,1,1,NA,1
438,438,3,7,1,0,2,12,1,1,2,NA,NA
438,438,4,7,1,4,2,14,1,1,1,NA,NA
438,438,5,7,1,0,2,14,1,1,1,NA,NA
438,438,6,7,1,0,2,95,NA,1,4,NA,1
438,438,7,7,1,0,2,12,2,1,2,NA,1
438,438,8,7,1,0,2,12,1,1,2,NA,NA
438,438,9,7,1,2,2,95,1,1,2,NA,NA
438,438,10,7,1,0,2,13,2,2,1,NA,1
438,438,11,7,1,0,2,12,1,2,2,NA,NA
438,438,12,7,1,3,2,12,2,1,2,NA,1
438,438,13,7,1,1,2,95,2,1,2,NA,1
438,438,14,7,1,0,2,95,2,1,2,NA,1
438,438,15,7,1,0,2,95,2,1,2,NA,1
438,438,16,7,1,2,2,12,2,3,1,NA,1
438,438,17,7,1,3,2,12,1,1,1,NA,NA
438,438,18,7,1,0,2,12,2,1,2,NA,1
438,438,19,7,1,0,2,12,2,1,2,NA,1
438,438,20,7,1,0,2,95,1,1,2,NA,NA
439,439,1,7,1,4,2,14,2,1,2,NA,1
439,439,2,7,1,3,2,95,2,1,2,NA,2
439,439,3,7,1,0,2,95,2,1,3,NA,1
439,439,4,7,1,1,2,12,1,1,2,NA,NA
439,439,5,7,1,0,1,12,2,1,1,NA,1
439,439,6,7,1,0,2,95,1,2,1,NA,NA
439,439,7,7,1,0,2,95,2,1,2,NA,1
439,439,8,7,1,0,2,12,2,1,2,NA,1
439,439,9,7,1,1,2,14,1,1,2,NA,NA
439,439,10,7,1,1,2,12,1,1,2,NA,NA
439,439,11,7,1,2,2,12,1,2,1,NA,NA
439,439,12,7,1,0,2,12,2,2,2,NA,1
439,439,13,7,1,1,2,95,2,1,1,NA,1
439,439,14,7,1,0,2,11,2,1,2,NA,1
439,439,15,7,1,0,2,13,2,1,2,NA,1
439,439,16,7,1,0,2,95,1,1,2,NA,NA
439,439,17,7,1,0,2,95,2,1,2,NA,1
439,439,18,7,1,4,2,12,1,2,2,NA,NA
439,439,19,7,1,2,2,12,2,1,2,NA,1
439,439,20,7,1,3,2,12,2,1,2,NA,1
440,440,1,7,1,1,2,12,1,1,2,NA,NA
440,440,2,7,1,3,2,12,1,1,2,NA,NA
440,440,3,7,1,2,2,12,1,3,1,NA,NA
440,440,4,7,1,0,2,12,2,1,2,NA,1
440,440,5,7,1,0,2,13,1,1,2,NA,NA
440,440,6,7,1,0,2,12,1,3,1,NA,NA
440,440,7,7,NA,NA,NA,NA,NA,0,NA,NA,NA
440,440,8,7,1,0,2,95,2,1,2,NA,2
440,440,9,7,1,0,2,12,2,1,2,NA,1
440,440,10,7,1,1,2,12,1,1,1,NA,NA
440,440,11,7,NA,NA,NA,NA,NA,0,NA,NA,NA
440,440,12,7,1,2,2,95,1,1,2,NA,NA
440,440,13,7,1,0,2,95,1,1,2,NA,NA
440,440,14,7,1,3,2,12,1,2,2,NA,NA
440,440,15,7,1,3,1,95,2,1,2,NA,1
440,440,16,7,1,4,2,95,2,1,2,NA,1
440,440,17,7,1,2,2,12,2,3,2,NA,1
440,440,18,7,1,0,2,12,2,1,1,NA,1
440,440,19,7,1,1,2,12,1,1,1,NA,NA
440,440,20,7,1,2,2,12,2,2,1,NA,1
441,441,1,7,1,1,2,12,1,3,1,NA,NA
441,441,2,7,1,0,2,14,1,1,1,NA,NA
441,441,3,7,1,0,2,14,1,2,1,NA,NA
441,441,4,7,NA,NA,NA,NA,NA,0,NA,NA,NA
441,441,5,7,1,2,2,12,1,2,2,NA,NA
441,441,6,7,1,3,2,14,1,3,2,NA,NA
441,441,7,7,1,0,2,12,1,3,2,NA,NA
441,441,8,7,1,4,2,12,1,4,2,NA,NA
441,441,9,7,1,1,2,14,1,1,2,NA,NA
441,441,10,7,1,0,2,12,1,2,1,NA,NA
441,441,11,7,1,0,2,14,1,1,2,NA,NA
441,441,12,7,1,0,2,14,1,3,1,NA,NA
441,441,13,7,1,3,2,11,1,4,1,NA,NA
441,441,14,7,1,0,2,14,1,2,2,NA,NA
441,441,15,7,1,1,2,14,1,3,2,NA,NA
441,441,16,7,1,0,2,14,1,2,2,NA,NA
441,441,17,7,1,0,2,12,2,1,2,NA,1
441,441,18,7,1,3,2,12,1,3,2,NA,NA
441,441,19,7,1,4,2,12,1,4,2,NA,NA
441,441,20,7,1,2,2,12,1,3,2,NA,NA
442,442,1,7,1,1,2,95,1,1,1,NA,NA
442,442,2,7,1,0,2,95,2,1,1,NA,2
442,442,3,7,1,0,1,95,2,1,1,NA,2
442,442,4,7,1,0,1,95,2,1,1,NA,1
442,442,5,7,2,0,2,13,1,1,1,NA,NA
442,442,6,7,1,0,2,23,2,1,2,NA,2
442,442,7,7,1,0,2,12,2,1,2,NA,1
442,442,8,7,1,0,2,95,2,1,2,NA,2
442,442,9,7,2,1,2,95,1,1,1,NA,NA
442,442,10,7,1,0,1,95,1,1,2,NA,NA
442,442,11,7,1,0,2,95,2,1,2,NA,1
442,442,12,7,1,4,2,95,1,1,2,NA,NA
442,442,13,7,1,2,1,12,1,1,1,NA,NA
442,442,14,7,1,0,2,95,2,1,2,NA,1
442,442,15,7,1,3,2,95,2,1,1,NA,1
442,442,16,7,1,1,2,95,2,1,1,NA,2
442,442,17,7,1,0,2,12,1,1,2,NA,NA
442,442,18,7,NA,NA,NA,NA,NA,0,NA,NA,NA
442,442,19,7,1,0,1,95,2,1,2,NA,1
442,442,20,7,1,1,2,12,1,1,2,NA,NA
443,443,1,7,1,2,2,12,1,1,1,NA,NA
443,443,2,7,1,3,1,12,1,2,2,NA,NA
443,443,3,7,1,0,2,12,1,1,1,NA,NA
443,443,4,7,1,1,2,14,1,1,1,NA,NA
443,443,5,7,2,0,2,12,1,3,2,NA,NA
443,443,6,7,1,0,2,12,1,1,1,NA,NA
443,443,7,7,1,3,2,12,1,1,2,NA,NA
443,443,8,7,1,3,2,12,1,1,2,NA,NA
443,443,9,7,1,4,2,12,1,2,1,NA,NA
443,443,10,7,1,4,2,12,1,2,1,NA,NA
443,443,11,7,1,1,2,23,2,1,1,NA,1
443,443,12,7,1,0,2,13,1,2,1,NA,NA
443,443,13,7,1,0,2,12,1,1,2,NA,NA
443,443,14,7,1,1,2,12,1,2,1,NA,NA
443,443,15,7,1,0,2,95,1,1,1,NA,NA
443,443,16,7,1,0,2,95,1,1,2,NA,NA
443,443,17,7,1,0,2,14,1,1,2,NA,NA
443,443,18,7,1,0,2,12,1,1,2,NA,NA
443,443,19,7,1,0,2,95,1,1,2,NA,NA
443,443,20,7,1,0,2,12,2,1,2,NA,1
444,444,1,7,1,0,2,95,NA,1,4,NA,1
444,444,2,7,1,1,2,95,2,1,3,NA,2
444,444,3,7,1,0,1,95,2,2,3,NA,2
444,444,4,7,1,4,1,95,NA,1,4,NA,2
444,444,5,7,1,3,2,12,2,2,3,NA,2
444,444,6,7,1,0,2,12,1,2,1,NA,NA
444,444,7,7,1,3,2,12,2,2,2,NA,1
444,444,8,7,1,0,2,95,2,1,1,NA,2
444,444,9,7,1,0,2,95,1,2,2,NA,NA
444,444,10,7,1,1,2,95,1,1,1,NA,NA
444,444,11,7,1,0,2,95,2,1,2,NA,1
444,444,12,7,1,0,2,95,NA,1,4,NA,1
444,444,13,7,1,0,2,95,1,1,2,NA,NA
444,444,14,7,1,3,2,12,1,1,1,NA,NA
444,444,15,7,1,3,2,95,2,1,2,NA,1
444,444,16,7,2,0,2,41,1,1,2,NA,NA
444,444,17,7,1,0,2,12,2,2,2,NA,1
444,444,18,7,1,0,2,13,1,2,1,NA,NA
444,444,19,7,1,3,2,95,2,1,2,NA,1
444,444,20,7,1,0,2,95,1,1,2,NA,NA
445,445,1,7,1,0,2,95,1,1,1,NA,NA
445,445,2,7,1,2,2,12,2,1,1,NA,2
445,445,3,7,1,0,2,12,1,1,2,NA,NA
445,445,4,7,1,3,2,12,1,3,2,NA,NA
445,445,5,7,1,3,1,12,1,2,2,NA,NA
445,445,6,7,1,3,2,12,1,4,1,NA,NA
445,445,7,7,1,3,1,14,1,1,2,NA,NA
445,445,8,7,1,3,2,12,1,4,2,NA,NA
445,445,9,7,1,0,1,12,1,3,2,NA,NA
445,445,10,7,1,0,2,12,1,1,2,NA,NA
445,445,11,7,1,1,2,96,1,2,2,NA,NA
445,445,12,7,1,0,1,12,1,4,2,NA,NA
445,445,13,7,1,2,1,12,NA,2,4,NA,1
445,445,14,7,1,1,2,12,1,3,2,NA,NA
445,445,15,7,1,0,2,95,2,1,2,NA,1
445,445,16,7,1,0,2,95,2,1,1,NA,1
445,445,17,7,1,0,2,95,2,1,2,NA,1
445,445,18,7,1,0,2,12,1,1,2,NA,NA
445,445,19,7,1,0,2,95,2,1,1,NA,1
445,445,20,7,1,0,2,95,1,1,1,NA,NA
446,446,1,7,1,0,2,11,1,4,1,NA,NA
446,446,2,7,1,4,2,11,1,4,1,NA,NA
446,446,3,7,1,0,2,12,1,2,2,NA,NA
446,446,4,7,1,0,2,12,1,2,2,NA,NA
446,446,5,7,1,0,2,13,1,1,1,NA,NA
446,446,6,7,1,0,2,12,2,2,2,NA,1
446,446,7,7,1,0,2,95,1,1,1,NA,NA
446,446,8,7,1,1,2,12,1,2,2,NA,NA
446,446,9,7,2,0,2,12,1,2,2,NA,NA
446,446,10,7,1,0,2,95,1,1,1,NA,NA
446,446,11,7,1,0,2,12,1,1,2,NA,NA
446,446,12,7,1,0,2,21,1,1,2,NA,NA
446,446,13,7,1,0,1,95,2,1,1,NA,1
446,446,14,7,1,2,2,14,2,1,2,NA,1
446,446,15,7,1,0,2,95,2,1,1,NA,1
446,446,16,7,1,0,2,12,1,2,1,NA,NA
446,446,17,7,1,0,2,95,2,1,1,NA,1
446,446,18,7,1,0,2,12,1,2,2,NA,NA
446,446,19,7,1,0,1,12,1,2,1,NA,NA
446,446,20,7,1,0,2,12,1,2,2,NA,NA
447,447,1,7,1,0,2,12,2,1,2,NA,1
447,447,2,7,2,0,2,95,1,1,2,NA,NA
447,447,3,7,1,0,2,13,2,1,1,NA,1
447,447,4,7,1,0,1,95,2,1,3,NA,1
447,447,5,7,1,0,1,12,2,1,2,NA,1
447,447,6,7,1,0,2,95,2,1,2,NA,2
447,447,7,7,1,1,2,12,2,2,2,NA,1
447,447,8,7,1,0,2,13,1,1,2,NA,NA
447,447,9,7,1,0,2,12,2,1,2,NA,1
447,447,10,7,1,3,2,12,1,3,2,NA,NA
447,447,11,7,1,0,2,12,1,3,2,NA,NA
447,447,12,7,1,2,2,23,2,1,2,NA,1
447,447,13,7,1,0,2,95,1,1,2,NA,NA
447,447,14,7,1,0,2,95,2,1,2,NA,1
447,447,15,7,1,1,2,95,NA,1,4,NA,1
447,447,16,7,1,1,2,95,2,1,2,NA,1
447,447,17,7,1,1,2,12,1,1,2,NA,NA
447,447,18,7,1,0,2,95,2,1,2,NA,2
447,447,19,7,1,0,2,12,1,2,1,NA,NA
447,447,20,7,1,0,2,12,2,1,2,NA,1
448,448,1,7,1,0,2,12,2,1,2,NA,1
448,448,2,7,1,0,1,12,2,1,2,NA,1
448,448,3,7,1,3,2,12,1,2,1,NA,NA
448,448,4,7,1,0,2,11,1,3,1,NA,NA
448,448,5,7,1,3,2,14,2,1,2,NA,1
448,448,6,7,1,4,2,12,2,1,2,NA,1
448,448,7,7,1,0,2,95,1,1,2,NA,NA
448,448,8,7,1,0,2,14,1,1,1,NA,NA
448,448,9,7,1,0,2,14,1,1,2,NA,NA
448,448,10,7,2,0,2,95,1,1,2,NA,NA
448,448,11,7,1,2,2,12,1,3,1,NA,NA
448,448,12,7,1,2,2,95,1,1,2,NA,NA
448,448,13,7,1,0,2,95,1,1,2,NA,NA
448,448,14,7,1,0,2,95,2,1,2,NA,1
448,448,15,7,1,0,2,12,2,1,2,NA,1
448,448,16,7,1,0,2,95,2,1,2,NA,1
448,448,17,7,1,2,2,14,1,1,1,NA,NA
448,448,18,7,1,2,2,12,1,1,2,NA,NA
448,448,19,7,2,0,2,12,1,2,1,NA,NA
448,448,20,7,1,2,1,13,1,1,2,NA,NA
449,449,1,7,1,3,2,12,2,2,2,NA,1
449,449,2,7,1,0,1,95,2,1,2,NA,1
449,449,3,7,1,0,2,12,2,1,2,NA,1
449,449,4,7,1,4,2,12,2,3,2,NA,1
449,449,5,7,1,1,2,12,2,1,2,NA,1
449,449,6,7,1,0,2,95,2,1,1,NA,1
449,449,7,7,1,0,2,95,2,1,2,NA,1
449,449,8,7,2,0,2,12,NA,1,4,NA,1
449,449,9,7,1,1,1,95,2,1,2,NA,1
449,449,10,7,1,1,2,12,1,1,2,NA,NA
449,449,11,7,2,0,2,12,2,2,2,NA,1
449,449,12,7,1,1,2,95,1,1,2,NA,NA
449,449,13,7,1,0,2,95,1,2,2,NA,NA
449,449,14,7,1,0,2,95,2,1,2,NA,1
449,449,15,7,1,3,2,12,1,1,2,NA,NA
449,449,16,7,1,1,2,95,2,1,2,NA,1
449,449,17,7,1,0,2,95,1,1,1,NA,NA
449,449,18,7,1,4,2,12,1,2,2,NA,NA
449,449,19,7,1,2,2,95,1,1,2,NA,NA
449,449,20,7,1,3,2,12,1,2,2,NA,NA
450,450,1,7,NA,NA,NA,NA,NA,0,NA,NA,NA
450,450,2,7,1,2,2,12,1,2,1,NA,NA
450,450,3,7,1,0,2,13,2,1,1,NA,2
450,450,4,7,1,1,2,95,1,1,2,NA,NA
450,450,5,7,1,0,2,95,1,1,2,NA,NA
450,450,6,7,1,0,2,95,1,1,1,NA,NA
450,450,7,7,1,0,2,14,1,1,1,NA,NA
450,450,8,7,NA,NA,NA,NA,NA,0,NA,NA,NA
450,450,9,7,1,0,2,12,1,1,1,NA,NA
450,450,10,7,1,3,2,95,2,1,1,NA,1
450,450,11,7,1,0,2,23,1,1,2,NA,NA
450,450,12,7,1,2,2,12,1,1,1,NA,NA
450,450,13,7,1,0,2,12,1,1,2,NA,NA
450,450,14,7,1,0,2,23,2,1,2,NA,2
450,450,15,7,NA,NA,NA,NA,NA,0,NA,NA,NA
450,450,16,7,1,0,2,95,2,1,1,NA,1
450,450,17,7,2,0,2,13,2,1,2,NA,1
450,450,18,7,1,0,2,95,1,1,2,NA,NA
450,450,19,7,1,1,2,12,1,2,2,NA,NA
450,450,20,7,1,0,2,95,2,1,1,NA,1
451,451,1,7,1,0,2,95,2,1,1,NA,2
451,451,2,7,1,0,2,95,2,1,3,NA,1
451,451,3,7,1,0,2,95,2,1,2,NA,1
451,451,4,7,1,3,2,95,1,1,2,NA,NA
451,451,5,7,1,0,2,95,2,1,2,NA,1
451,451,6,7,1,1,2,12,2,1,2,NA,1
451,451,7,7,1,0,2,12,1,2,2,NA,NA
451,451,8,7,1,1,1,95,2,1,2,NA,1
451,451,9,7,1,0,1,95,1,1,2,NA,NA
451,451,10,7,2,0,2,95,2,1,2,NA,1
451,451,11,7,1,0,2,95,2,1,2,NA,1
451,451,12,7,1,0,2,95,2,1,1,NA,2
451,451,13,7,1,0,2,13,2,1,2,NA,1
451,451,14,7,1,0,2,12,2,1,2,NA,1
451,451,15,7,1,0,2,12,2,1,2,NA,1
451,451,16,7,1,0,2,95,1,1,3,NA,NA
451,451,17,7,1,0,2,95,2,1,1,NA,1
451,451,18,7,1,0,2,95,1,1,2,NA,NA
451,451,19,7,1,3,2,12,2,2,2,NA,1
451,451,20,7,1,0,2,14,2,1,2,NA,1
452,452,1,7,1,0,2,95,2,1,2,NA,2
452,452,2,7,1,1,2,95,2,1,2,NA,1
452,452,3,7,1,0,2,12,2,2,2,NA,2
452,452,4,7,1,0,1,13,1,2,1,NA,NA
452,452,5,7,1,1,2,95,1,1,2,NA,NA
452,452,6,7,1,1,2,12,1,1,2,NA,NA
452,452,7,7,1,1,2,95,2,1,1,NA,1
452,452,8,7,1,0,2,12,1,2,1,NA,NA
452,452,9,7,1,0,2,95,1,1,1,NA,NA
452,452,10,7,1,4,2,12,1,2,1,NA,NA
452,452,11,7,1,0,2,12,1,1,1,NA,NA
452,452,12,7,1,0,1,12,1,1,1,NA,NA
452,452,13,7,1,0,2,12,1,1,2,NA,NA
452,452,14,7,1,1,2,95,1,1,2,NA,NA
452,452,15,7,1,1,2,12,2,1,2,NA,1
452,452,16,7,1,2,2,95,1,1,1,NA,NA
452,452,17,7,1,0,1,95,2,1,1,NA,2
452,452,18,7,1,2,1,95,2,1,2,NA,1
452,452,19,7,1,1,2,13,2,1,2,NA,2
452,452,20,7,1,0,2,95,NA,1,4,NA,2
453,453,1,7,1,0,2,12,1,3,2,NA,NA
453,453,2,7,1,2,2,12,1,2,2,NA,NA
453,453,3,7,2,0,2,12,1,2,2,NA,NA
453,453,4,7,1,1,2,12,1,2,1,NA,NA
453,453,5,7,1,3,2,12,1,3,2,NA,NA
453,453,6,7,2,0,2,12,1,2,1,NA,NA
453,453,7,7,1,0,2,95,1,1,1,NA,NA
453,453,8,7,1,1,2,14,2,2,2,NA,1
453,453,9,7,1,0,2,11,2,2,2,NA,1
453,453,10,7,2,1,1,95,2,1,2,NA,1
453,453,11,7,1,1,2,12,2,1,1,NA,1
453,453,12,7,1,3,2,12,1,3,2,NA,NA
453,453,13,7,1,0,2,14,1,1,1,NA,NA
453,453,14,7,1,2,2,12,1,3,2,NA,NA
453,453,15,7,2,0,2,12,1,3,2,NA,NA
453,453,16,7,1,0,2,12,2,1,2,NA,1
453,453,17,7,1,1,2,12,1,3,1,NA,NA
453,453,18,7,2,0,2,12,1,2,2,NA,NA
453,453,19,7,1,0,2,12,2,1,2,NA,1
453,453,20,7,1,1,2,95,1,1,1,NA,NA
454,454,1,7,1,1,2,12,1,1,2,NA,NA
454,454,2,7,1,0,2,95,1,1,2,NA,NA
454,454,3,7,1,0,2,95,1,1,2,NA,NA
454,454,4,7,1,0,2,12,2,1,2,NA,1
454,454,5,7,1,4,2,12,1,2,2,NA,NA
454,454,6,7,1,0,2,95,2,1,2,NA,2
454,454,7,7,1,0,2,12,1,1,1,NA,NA
454,454,8,7,1,0,2,95,2,1,2,NA,2
454,454,9,7,1,0,2,12,1,1,2,NA,NA
454,454,10,7,1,0,2,12,1,1,1,NA,NA
454,454,11,7,1,2,2,95,1,1,1,NA,NA
454,454,12,7,1,0,2,12,2,2,2,NA,1
454,454,13,7,1,0,2,12,1,2,2,NA,NA
454,454,14,7,1,4,2,12,1,2,1,NA,NA
454,454,15,7,1,0,2,95,NA,1,4,NA,1
454,454,16,7,1,0,2,95,2,1,1,NA,2
454,454,17,7,1,2,2,12,2,1,2,NA,1
454,454,18,7,1,1,2,12,1,1,1,NA,NA
454,454,19,7,2,0,2,14,2,1,2,NA,1
454,454,20,7,1,0,2,13,2,1,2,NA,2
455,455,1,7,1,1,2,95,NA,1,4,NA,1
455,455,2,7,1,3,1,12,1,2,3,NA,NA
455,455,3,7,1,2,1,95,2,1,2,NA,1
455,455,4,7,1,1,1,95,NA,1,4,NA,2
455,455,5,7,1,3,2,12,2,1,2,NA,1
455,455,6,7,1,2,2,95,2,1,2,NA,2
455,455,7,7,1,0,2,95,2,1,1,NA,2
455,455,8,7,1,0,2,95,2,1,2,NA,1
455,455,9,7,1,0,2,12,1,2,1,NA,NA
455,455,10,7,1,2,1,12,1,2,2,NA,NA
455,455,11,7,1,1,2,12,1,1,2,NA,NA
455,455,12,7,1,0,2,12,1,1,2,NA,NA
455,455,13,7,1,0,1,96,1,1,1,NA,NA
455,455,14,7,1,2,2,12,1,1,2,NA,NA
455,455,15,7,1,1,2,12,1,4,2,NA,NA
455,455,16,7,1,0,2,95,1,2,2,NA,NA
455,455,17,7,1,3,2,12,1,4,1,NA,NA
455,455,18,7,1,1,2,12,2,1,2,NA,1
455,455,19,7,1,0,2,12,1,1,2,NA,NA
455,455,20,7,1,3,2,12,1,4,2,NA,NA
456,456,1,7,1,0,2,95,2,2,2,NA,1
456,456,2,7,1,3,2,95,1,1,2,NA,NA
456,456,3,7,1,0,2,95,2,1,1,NA,1
456,456,4,7,2,0,1,95,2,1,3,NA,1
456,456,5,7,1,4,2,95,2,1,1,NA,1
456,456,6,7,1,0,2,95,2,1,3,NA,1
456,456,7,7,1,0,1,95,2,1,3,NA,1
456,456,8,7,1,0,2,14,2,1,2,NA,1
456,456,9,7,1,0,2,95,2,1,2,NA,2
456,456,10,7,1,0,2,95,2,1,2,NA,2
456,456,11,7,1,0,2,12,2,1,2,NA,1
456,456,12,7,1,0,2,95,2,1,2,NA,1
456,456,13,7,1,1,2,95,2,1,2,NA,1
456,456,14,7,1,2,2,95,2,1,1,NA,1
456,456,15,7,1,0,2,95,2,1,2,NA,1
456,456,16,7,1,2,2,95,1,1,2,NA,NA
456,456,17,7,1,0,2,12,2,1,1,NA,1
456,456,18,7,1,0,2,12,2,1,2,NA,1
456,456,19,7,1,4,2,95,2,1,2,NA,1
456,456,20,7,1,0,2,95,2,1,2,NA,1
457,457,1,7,1,0,2,95,2,1,3,NA,1
457,457,2,7,1,0,2,95,2,1,2,NA,1
457,457,3,7,1,0,2,95,2,1,2,NA,1
457,457,4,7,1,0,2,96,2,1,1,NA,1
457,457,5,7,2,0,2,14,2,1,2,NA,1
457,457,6,7,1,0,2,95,NA,1,4,NA,2
457,457,7,7,1,0,2,13,NA,1,4,NA,1
457,457,8,7,1,0,2,12,1,1,3,NA,NA
457,457,9,7,1,2,2,12,2,2,2,NA,1
457,457,10,7,1,0,2,14,NA,1,4,NA,1
457,457,11,7,1,1,2,12,2,3,3,NA,1
457,457,12,7,2,0,2,12,1,1,2,NA,NA
457,457,13,7,1,1,1,12,2,1,3,NA,1
457,457,14,7,1,2,2,14,2,1,2,NA,1
457,457,15,7,1,0,2,12,2,1,1,NA,1
457,457,16,7,1,3,2,12,1,4,2,NA,NA
457,457,17,7,1,0,2,14,1,1,1,NA,NA
457,457,18,7,1,0,1,14,2,1,1,NA,1
457,457,19,7,1,1,2,14,2,1,2,NA,1
457,457,20,7,1,2,2,12,2,2,2,NA,1
458,458,1,7,1,0,2,95,2,2,2,NA,1
458,458,2,7,1,0,2,95,2,1,2,NA,1
458,458,3,7,1,0,2,12,2,4,2,NA,1
458,458,4,7,1,4,2,12,1,1,2,NA,NA
458,458,5,7,1,0,2,95,2,1,2,NA,1
458,458,6,7,1,0,2,95,2,1,1,NA,1
458,458,7,7,1,0,2,12,2,1,1,NA,1
458,458,8,7,1,2,2,12,1,2,1,NA,NA
458,458,9,7,1,3,2,12,2,1,2,NA,1
458,458,10,7,1,1,2,12,2,1,2,NA,1
458,458,11,7,1,2,2,14,2,2,2,NA,1
458,458,12,7,1,3,2,12,1,2,2,NA,NA
458,458,13,7,1,4,2,13,2,3,1,NA,1
458,458,14,7,1,0,2,12,1,1,2,NA,NA
458,458,15,7,1,0,2,12,2,1,2,NA,1
458,458,16,7,1,4,2,13,1,2,2,NA,NA
458,458,17,7,1,4,2,13,2,2,1,NA,1
458,458,18,7,1,4,2,95,2,1,2,NA,1
458,458,19,7,1,0,2,14,1,1,2,NA,NA
458,458,20,7,1,0,2,95,2,1,1,NA,1
459,459,1,7,1,2,2,14,2,1,1,NA,1
459,459,2,7,1,0,2,95,2,1,3,NA,1
459,459,3,7,1,0,2,13,2,1,2,NA,1
459,459,4,7,1,1,2,12,2,1,2,NA,1
459,459,5,7,1,0,2,95,2,1,2,NA,2
459,459,6,7,1,0,2,14,2,1,1,NA,1
