"psu","HH1","HH2","HH7","hhsex","helevel","WS7","WS11","HW3","windex5","HW1","HW4","HW5"
459,459,7,7,1,4,2,13,2,1,2,NA,1
459,459,8,7,1,3,2,12,1,1,2,NA,NA
459,459,9,7,1,4,1,95,1,1,1,NA,NA
459,459,10,7,1,2,2,95,2,1,2,NA,1
459,459,11,7,1,4,2,12,1,2,1,NA,NA
459,459,12,7,1,1,2,95,1,1,2,NA,NA
459,459,13,7,1,3,2,95,2,1,2,NA,1
459,459,14,7,1,4,2,95,NA,1,4,NA,1
459,459,15,7,1,2,1,12,1,1,3,NA,NA
459,459,16,7,1,4,2,95,2,1,2,NA,1
459,459,17,7,1,3,2,13,1,1,2,NA,NA
459,459,18,7,1,1,2,95,2,1,1,NA,1
459,459,19,7,1,3,2,12,2,1,2,NA,1
459,459,20,7,1,3,2,12,2,1,2,NA,1
460,460,1,7,1,0,2,95,2,1,1,NA,2
460,460,2,7,1,0,2,95,2,1,2,NA,2
460,460,3,7,1,1,2,95,2,1,1,NA,1
460,460,4,7,1,0,2,95,2,1,1,NA,2
460,460,5,7,1,0,2,95,2,1,1,NA,2
460,460,6,7,1,0,2,95,2,1,2,NA,1
460,460,7,7,1,0,2,12,1,1,2,NA,NA
460,460,8,7,1,0,2,95,2,1,2,NA,1
460,460,9,7,1,0,2,95,2,1,2,NA,1
460,460,10,7,2,0,2,95,2,1,2,NA,1
460,460,11,7,1,0,2,95,1,1,2,NA,NA
460,460,12,7,1,1,2,95,2,1,1,NA,2
460,460,13,7,1,2,2,95,2,1,1,NA,2
460,460,14,7,1,2,1,12,2,1,1,NA,1
460,460,15,7,1,3,2,12,1,2,2,NA,NA
460,460,16,7,1,4,1,12,NA,2,4,NA,1
460,460,17,7,1,1,2,14,2,1,1,NA,1
460,460,18,7,1,0,2,95,2,1,2,NA,1
460,460,19,7,1,2,2,13,2,1,3,NA,1
460,460,20,7,1,4,2,95,2,1,3,NA,2
461,461,1,7,1,0,2,95,2,1,2,NA,1
461,461,2,7,1,0,2,95,1,1,2,NA,NA
461,461,3,7,1,0,2,95,2,1,2,NA,1
461,461,4,7,1,0,2,95,1,1,1,NA,NA
461,461,5,7,1,0,2,95,2,1,2,NA,1
461,461,6,7,1,0,2,95,2,1,1,NA,2
461,461,7,7,1,0,2,95,2,1,2,NA,1
461,461,8,7,1,0,2,95,1,1,2,NA,NA
461,461,9,7,1,0,2,95,2,1,1,NA,2
461,461,10,7,1,0,2,95,2,1,1,NA,1
461,461,11,7,1,0,2,95,2,1,2,NA,1
461,461,12,7,1,0,2,95,1,1,1,NA,NA
461,461,13,7,1,0,2,95,2,1,2,NA,1
461,461,14,7,1,0,2,95,2,1,2,NA,2
461,461,15,7,1,0,2,95,2,1,1,NA,2
461,461,16,7,1,0,2,95,2,1,2,NA,1
461,461,17,7,1,0,2,95,2,1,2,NA,1
461,461,18,7,1,0,2,95,2,1,1,NA,2
461,461,19,7,1,0,2,95,2,1,3,NA,1
461,461,20,7,1,0,2,95,1,1,2,NA,NA
462,462,1,7,1,0,2,95,2,1,2,NA,1
462,462,2,7,1,0,2,95,2,1,2,NA,1
462,462,3,7,1,0,2,95,2,1,2,NA,1
462,462,4,7,NA,NA,NA,NA,NA,0,NA,NA,NA
462,462,5,7,1,0,2,95,2,1,2,NA,2
462,462,6,7,1,0,2,95,2,1,2,NA,1
462,462,7,7,1,0,2,95,2,1,2,NA,2
462,462,8,7,1,0,2,95,2,1,2,NA,2
462,462,9,7,1,0,2,95,2,1,2,NA,1
462,462,10,7,1,0,2,95,2,1,1,NA,2
462,462,11,7,1,0,2,95,2,1,2,NA,2
462,462,12,7,1,0,2,95,1,1,1,NA,NA
462,462,13,7,1,0,2,95,2,1,2,NA,1
462,462,14,7,2,0,2,95,2,1,2,NA,2
462,462,15,7,1,0,2,95,2,1,2,NA,1
462,462,16,7,1,0,1,95,2,1,2,NA,1
462,462,17,7,1,0,2,95,2,1,2,NA,1
462,462,18,7,1,0,2,95,2,1,2,NA,1
462,462,19,7,1,0,2,95,2,1,2,NA,2
462,462,20,7,1,0,2,95,2,1,1,NA,1
463,463,1,7,1,0,2,95,2,1,2,NA,2
463,463,2,7,1,0,2,95,2,1,1,NA,2
463,463,3,7,1,0,2,95,2,1,2,NA,2
463,463,4,7,1,0,2,95,2,1,2,NA,2
463,463,5,7,1,0,2,95,2,1,2,NA,1
463,463,6,7,1,0,2,95,2,1,2,NA,1
463,463,7,7,1,0,2,95,1,1,2,NA,NA
463,463,8,7,1,0,2,95,2,1,2,NA,1
463,463,9,7,1,2,2,95,2,1,2,NA,2
463,463,10,7,1,0,2,95,1,1,2,NA,NA
463,463,11,7,1,0,2,95,2,1,2,NA,1
463,463,12,7,1,0,2,95,2,1,2,NA,1
463,463,13,7,1,0,2,95,2,1,1,NA,2
463,463,14,7,1,0,2,95,2,1,2,NA,1
463,463,15,7,1,0,2,95,2,1,2,NA,2
463,463,16,7,1,0,2,95,1,1,1,NA,NA
463,463,17,7,1,0,2,95,2,1,3,NA,2
463,463,18,7,1,0,2,95,1,1,2,NA,NA
463,463,19,7,1,0,2,95,1,1,1,NA,NA
463,463,20,7,1,0,2,95,2,1,2,NA,1
464,464,1,8,1,0,2,11,1,4,1,NA,NA
464,464,2,8,1,4,1,11,1,5,1,NA,NA
464,464,3,8,1,3,2,11,1,4,1,NA,NA
464,464,4,8,1,0,2,11,1,4,2,NA,NA
464,464,5,8,1,3,2,11,1,5,2,NA,NA
464,464,6,8,2,1,2,11,1,5,1,NA,NA
464,464,7,8,1,4,2,11,1,5,1,NA,NA
464,464,8,8,1,4,2,11,1,5,2,NA,NA
464,464,9,8,1,2,2,11,1,5,2,NA,NA
464,464,10,8,1,1,2,11,1,3,1,NA,NA
464,464,11,8,1,0,2,11,1,4,2,NA,NA
464,464,12,8,1,3,2,12,1,4,2,NA,NA
464,464,13,8,1,4,2,11,1,5,1,NA,NA
464,464,14,8,1,4,2,11,1,4,2,NA,NA
464,464,15,8,1,4,2,11,1,5,2,NA,NA
464,464,16,8,1,3,1,12,1,4,1,NA,NA
464,464,17,8,1,4,2,11,1,5,1,NA,NA
464,464,18,8,1,4,2,11,1,5,1,NA,NA
464,464,19,8,1,4,2,11,1,5,1,NA,NA
464,464,20,8,1,3,2,11,1,4,2,NA,NA
465,465,1,8,1,4,2,11,1,5,1,NA,NA
465,465,2,8,1,4,2,11,1,5,1,NA,NA
465,465,3,8,1,4,2,11,1,5,1,NA,NA
465,465,4,8,1,3,2,11,1,5,1,NA,NA
465,465,5,8,1,4,2,11,1,5,1,NA,NA
465,465,6,8,2,4,2,11,1,5,1,NA,NA
465,465,7,8,1,4,2,11,1,5,1,NA,NA
465,465,8,8,1,3,2,11,1,5,1,NA,NA
465,465,9,8,1,4,2,11,1,5,1,NA,NA
465,465,10,8,1,4,2,11,1,5,1,NA,NA
465,465,11,8,1,4,2,11,1,5,1,NA,NA
465,465,12,8,1,3,2,11,1,5,1,NA,NA
465,465,13,8,1,4,2,11,1,5,1,NA,NA
465,465,14,8,1,1,2,11,1,5,1,NA,NA
465,465,15,8,1,4,1,11,1,5,1,NA,NA
465,465,16,8,1,3,2,11,1,5,1,NA,NA
465,465,17,8,1,4,2,11,1,5,1,NA,NA
465,465,18,8,1,4,2,11,1,5,1,NA,NA
465,465,19,8,1,3,2,11,1,5,1,NA,NA
465,465,20,8,1,4,2,11,1,5,1,NA,NA
466,466,1,8,1,0,2,11,1,3,1,NA,NA
466,466,2,8,1,1,2,11,1,3,1,NA,NA
466,466,3,8,1,1,2,11,1,4,1,NA,NA
466,466,4,8,1,3,2,11,1,4,1,NA,NA
466,466,5,8,1,1,2,11,1,3,1,NA,NA
466,466,6,8,1,0,2,11,1,4,1,NA,NA
466,466,7,8,1,2,2,11,1,4,1,NA,NA
466,466,8,8,1,0,2,11,1,3,1,NA,NA
466,466,9,8,1,2,2,11,1,4,1,NA,NA
466,466,10,8,1,0,1,11,1,4,1,NA,NA
466,466,11,8,1,4,2,11,1,4,1,NA,NA
466,466,12,8,1,2,2,11,1,4,1,NA,NA
466,466,13,8,1,4,2,11,1,5,1,NA,NA
466,466,14,8,1,2,2,11,1,5,1,NA,NA
466,466,15,8,1,1,2,11,1,3,1,NA,NA
466,466,16,8,1,0,2,11,1,4,1,NA,NA
466,466,17,8,1,1,2,11,1,5,1,NA,NA
466,466,18,8,NA,NA,NA,NA,NA,0,NA,NA,NA
466,466,19,8,1,2,2,11,1,4,1,NA,NA
466,466,20,8,1,0,2,11,1,4,1,NA,NA
467,467,1,8,1,2,2,11,1,3,1,NA,NA
467,467,2,8,2,0,1,11,1,4,1,NA,NA
467,467,3,8,1,2,2,11,1,4,1,NA,NA
467,467,4,8,1,0,2,11,1,5,1,NA,NA
467,467,5,8,1,1,2,11,1,4,1,NA,NA
467,467,6,8,1,3,2,11,1,4,1,NA,NA
467,467,7,8,1,1,2,11,1,4,1,NA,NA
467,467,8,8,1,1,2,11,1,4,1,NA,NA
467,467,9,8,1,0,2,11,1,4,1,NA,NA
467,467,10,8,1,3,2,11,1,4,1,NA,NA
467,467,11,8,1,0,2,11,1,4,1,NA,NA
467,467,12,8,1,2,2,11,1,4,1,NA,NA
467,467,13,8,1,0,1,11,1,3,1,NA,NA
467,467,14,8,1,0,1,11,1,3,1,NA,NA
467,467,15,8,1,1,2,11,1,4,1,NA,NA
467,467,16,8,1,1,2,11,1,3,1,NA,NA
467,467,17,8,1,0,1,11,1,3,1,NA,NA
467,467,18,8,1,1,2,11,1,5,1,NA,NA
467,467,19,8,1,0,2,11,1,3,1,NA,NA
467,467,20,8,1,0,1,11,1,4,1,NA,NA
468,468,1,8,1,1,2,11,1,4,2,NA,NA
468,468,2,8,1,3,1,12,1,4,1,NA,NA
468,468,3,8,1,0,2,11,1,4,2,NA,NA
468,468,4,8,1,3,2,11,2,2,2,NA,1
468,468,5,8,1,1,2,11,1,3,2,NA,NA
468,468,6,8,1,2,2,11,1,3,1,NA,NA
468,468,7,8,1,1,1,11,1,4,1,NA,NA
468,468,8,8,1,3,2,11,1,3,3,NA,NA
468,468,9,8,2,0,2,11,1,2,2,NA,NA
468,468,10,8,1,1,2,11,1,4,2,NA,NA
468,468,11,8,1,4,2,11,1,5,2,NA,NA
468,468,12,8,1,0,2,11,1,5,2,NA,NA
468,468,13,8,1,0,1,11,1,4,2,NA,NA
468,468,14,8,2,1,2,11,1,4,2,NA,NA
468,468,15,8,1,0,2,11,1,4,2,NA,NA
468,468,16,8,1,2,2,11,1,4,2,NA,NA
468,468,17,8,1,2,2,11,1,5,1,NA,NA
468,468,18,8,1,0,2,11,1,4,2,NA,NA
468,468,19,8,1,1,2,11,1,3,1,NA,NA
468,468,20,8,1,1,2,11,1,4,2,NA,NA
469,469,1,8,1,4,2,11,1,5,1,NA,NA
469,469,2,8,1,4,2,11,1,5,2,NA,NA
469,469,3,8,1,4,1,11,1,5,1,NA,NA
469,469,4,8,2,2,2,11,1,5,1,NA,NA
469,469,5,8,1,3,2,11,1,4,2,NA,NA
469,469,6,8,1,4,1,12,1,4,2,NA,NA
469,469,7,8,1,3,2,11,1,4,1,NA,NA
469,469,8,8,1,3,2,11,1,5,2,NA,NA
469,469,9,8,1,3,2,11,1,4,2,NA,NA
469,469,10,8,1,2,2,11,1,4,1,NA,NA
469,469,11,8,2,0,2,11,1,4,1,NA,NA
469,469,12,8,1,3,2,11,1,4,1,NA,NA
469,469,13,8,1,4,2,11,1,5,1,NA,NA
469,469,14,8,1,3,2,11,1,4,2,NA,NA
469,469,15,8,1,3,2,11,1,5,1,NA,NA
469,469,16,8,1,0,2,12,1,3,2,NA,NA
469,469,17,8,1,3,2,11,1,5,1,NA,NA
469,469,18,8,1,3,1,11,1,5,1,NA,NA
469,469,19,8,1,3,2,11,1,5,1,NA,NA
469,469,20,8,1,2,2,11,1,5,1,NA,NA
470,470,1,8,1,2,2,18,1,4,1,NA,NA
470,470,2,8,1,0,2,12,1,2,1,NA,NA
470,470,3,8,1,0,2,12,1,2,1,NA,NA
470,470,4,8,1,1,2,12,2,3,1,NA,1
470,470,5,8,1,1,2,12,1,2,2,NA,NA
470,470,6,8,1,0,2,12,1,2,1,NA,NA
470,470,7,8,NA,NA,NA,NA,NA,0,NA,NA,NA
470,470,8,8,1,0,1,12,1,3,1,NA,NA
470,470,9,8,1,3,1,12,1,4,1,NA,NA
470,470,10,8,1,4,2,12,1,3,1,NA,NA
470,470,11,8,1,2,2,12,1,4,1,NA,NA
470,470,12,8,1,3,2,11,1,4,1,NA,NA
470,470,13,8,1,4,2,12,1,3,1,NA,NA
470,470,14,8,1,3,2,11,1,4,1,NA,NA
470,470,15,8,1,0,2,11,1,3,1,NA,NA
470,470,16,8,1,0,2,12,1,3,1,NA,NA
470,470,17,8,1,2,2,11,1,2,1,NA,NA
470,470,18,8,1,0,2,12,1,3,3,NA,NA
470,470,19,8,1,2,2,12,1,2,1,NA,NA
470,470,20,8,1,0,2,95,2,1,3,NA,1
471,471,1,8,1,3,2,11,1,5,1,NA,NA
471,471,2,8,2,0,2,11,1,4,1,NA,NA
471,471,3,8,1,1,2,11,1,3,2,NA,NA
471,471,4,8,1,0,2,11,1,5,2,NA,NA
471,471,5,8,1,1,1,11,1,5,1,NA,NA
471,471,6,8,1,1,2,11,1,5,1,NA,NA
471,471,7,8,1,3,2,11,1,5,2,NA,NA
471,471,8,8,1,3,2,11,1,5,1,NA,NA
471,471,9,8,1,4,2,11,1,5,1,NA,NA
471,471,10,8,1,4,1,11,1,5,1,NA,NA
471,471,11,8,1,4,2,11,1,5,1,NA,NA
471,471,12,8,1,3,2,11,1,5,1,NA,NA
471,471,13,8,1,4,2,11,1,5,1,NA,NA
471,471,14,8,1,4,2,11,1,5,1,NA,NA
471,471,15,8,1,4,2,11,1,5,2,NA,NA
471,471,16,8,1,2,2,11,1,5,1,NA,NA
471,471,17,8,1,1,2,11,1,5,1,NA,NA
471,471,18,8,1,4,2,11,1,5,1,NA,NA
471,471,19,8,1,4,2,11,1,5,1,NA,NA
471,471,20,8,1,4,2,11,1,5,1,NA,NA
472,472,1,8,1,2,2,11,1,5,1,NA,NA
472,472,2,8,2,0,2,11,1,4,1,NA,NA
472,472,3,8,1,3,2,11,1,5,1,NA,NA
472,472,4,8,1,4,2,11,1,5,1,NA,NA
472,472,5,8,1,2,1,11,1,4,1,NA,NA
472,472,6,8,1,3,2,11,1,5,1,NA,NA
472,472,7,8,1,0,2,11,1,4,2,NA,NA
472,472,8,8,1,4,2,11,1,4,1,NA,NA
472,472,9,8,1,4,2,11,1,5,2,NA,NA
472,472,10,8,1,4,2,11,1,5,1,NA,NA
472,472,11,8,1,0,2,11,1,5,2,NA,NA
472,472,12,8,1,3,2,11,1,5,1,NA,NA
472,472,13,8,1,3,2,11,1,5,1,NA,NA
472,472,14,8,1,3,1,11,1,4,2,NA,NA
472,472,15,8,1,2,2,11,1,4,2,NA,NA
472,472,16,8,1,4,2,11,1,5,1,NA,NA
472,472,17,8,2,0,2,11,1,5,2,NA,NA
472,472,18,8,1,3,2,11,1,5,1,NA,NA
472,472,19,8,1,3,2,11,1,5,1,NA,NA
472,472,20,8,1,1,2,11,1,5,2,NA,NA
473,473,1,8,1,3,2,11,1,4,1,NA,NA
473,473,2,8,1,2,2,11,1,5,1,NA,NA
473,473,3,8,1,3,1,11,1,5,1,NA,NA
473,473,4,8,1,0,2,11,1,4,1,NA,NA
473,473,5,8,1,3,2,11,1,4,2,NA,NA
473,473,6,8,1,3,2,11,1,5,1,NA,NA
473,473,7,8,1,1,2,11,1,5,2,NA,NA
473,473,8,8,1,2,2,11,1,4,2,NA,NA
473,473,9,8,1,0,2,11,1,4,2,NA,NA
473,473,10,8,1,0,2,11,1,3,2,NA,NA
473,473,11,8,1,2,2,11,1,4,2,NA,NA
473,473,12,8,1,2,2,11,1,5,1,NA,NA
473,473,13,8,1,4,2,11,1,4,1,NA,NA
473,473,14,8,1,0,2,11,1,4,2,NA,NA
473,473,15,8,1,2,2,11,1,5,1,NA,NA
473,473,16,8,1,1,2,11,1,4,2,NA,NA
473,473,17,8,1,3,2,11,1,4,2,NA,NA
473,473,18,8,1,0,2,11,1,5,1,NA,NA
473,473,19,8,1,4,1,11,1,4,2,NA,NA
473,473,20,8,1,2,2,11,1,5,1,NA,NA
474,474,1,8,2,0,1,11,1,4,1,NA,NA
474,474,2,8,1,1,2,11,1,5,1,NA,NA
474,474,3,8,1,3,2,11,1,5,1,NA,NA
474,474,4,8,1,4,2,11,1,5,1,NA,NA
474,474,5,8,1,4,2,11,1,5,1,NA,NA
474,474,6,8,1,3,2,11,1,5,1,NA,NA
474,474,7,8,1,4,1,11,1,5,1,NA,NA
474,474,8,8,1,3,1,11,1,5,1,NA,NA
474,474,9,8,1,4,2,11,1,5,1,NA,NA
474,474,10,8,1,3,2,11,1,5,1,NA,NA
474,474,11,8,1,1,2,11,1,5,1,NA,NA
474,474,12,8,1,3,2,11,1,5,1,NA,NA
474,474,13,8,1,3,1,11,1,5,1,NA,NA
474,474,14,8,1,4,2,11,1,5,1,NA,NA
474,474,15,8,1,4,2,11,1,5,1,NA,NA
474,474,16,8,1,4,2,11,1,5,1,NA,NA
474,474,17,8,1,4,2,11,1,5,1,NA,NA
474,474,18,8,1,4,2,11,1,5,1,NA,NA
474,474,19,8,1,2,1,11,1,4,1,NA,NA
474,474,20,8,NA,NA,NA,NA,NA,0,NA,NA,NA
475,475,1,8,1,2,2,11,1,4,1,NA,NA
475,475,2,8,1,3,2,11,1,4,1,NA,NA
475,475,3,8,1,1,2,11,2,3,1,NA,1
475,475,4,8,1,2,2,11,1,4,1,NA,NA
475,475,5,8,1,2,2,11,1,4,1,NA,NA
475,475,6,8,1,0,2,11,1,2,1,NA,NA
475,475,7,8,1,2,1,11,1,4,1,NA,NA
475,475,8,8,1,3,1,11,2,5,2,NA,2
475,475,9,8,1,0,2,11,1,3,1,NA,NA
475,475,10,8,1,1,2,11,1,4,1,NA,NA
475,475,11,8,NA,NA,NA,NA,NA,0,NA,NA,NA
475,475,12,8,1,1,2,11,1,4,1,NA,NA
475,475,13,8,1,1,2,11,1,4,1,NA,NA
475,475,14,8,1,3,2,11,1,5,1,NA,NA
475,475,15,8,NA,NA,NA,NA,NA,0,NA,NA,NA
475,475,16,8,1,3,2,11,1,5,1,NA,NA
475,475,17,8,1,2,2,11,1,4,1,NA,NA
475,475,18,8,1,0,2,11,1,3,2,NA,NA
475,475,19,8,1,0,2,11,2,2,2,NA,1
475,475,20,8,1,0,1,11,1,4,1,NA,NA
476,476,1,8,1,4,2,11,1,5,1,NA,NA
476,476,2,8,1,1,2,11,1,4,1,NA,NA
476,476,3,8,1,2,2,11,1,4,2,NA,NA
476,476,4,8,1,2,2,11,1,4,1,NA,NA
476,476,5,8,1,3,2,11,1,4,3,NA,NA
476,476,6,8,1,3,2,11,1,5,1,NA,NA
476,476,7,8,1,3,2,11,1,4,1,NA,NA
476,476,8,8,2,0,2,11,1,4,1,NA,NA
476,476,9,8,1,0,2,11,1,3,2,NA,NA
476,476,10,8,1,2,2,11,1,5,1,NA,NA
476,476,11,8,1,1,2,11,1,4,2,NA,NA
476,476,12,8,1,3,1,11,1,5,2,NA,NA
476,476,13,8,1,1,2,11,1,4,2,NA,NA
476,476,14,8,1,2,2,11,1,4,1,NA,NA
476,476,15,8,1,4,2,11,1,5,1,NA,NA
476,476,16,8,1,4,2,11,1,3,1,NA,NA
476,476,17,8,1,2,2,11,1,5,1,NA,NA
476,476,18,8,1,3,2,11,1,4,1,NA,NA
476,476,19,8,1,0,2,11,1,4,1,NA,NA
476,476,20,8,1,1,2,11,1,3,2,NA,NA
477,477,1,8,1,3,1,11,1,4,1,NA,NA
477,477,2,8,1,4,2,11,1,4,1,NA,NA
477,477,3,8,1,4,1,11,1,4,2,NA,NA
477,477,4,8,1,4,2,11,1,4,2,NA,NA
477,477,5,8,1,3,2,11,1,2,1,NA,NA
477,477,6,8,1,4,2,11,1,4,1,NA,NA
477,477,7,8,1,1,2,11,1,4,2,NA,NA
477,477,8,8,1,2,2,11,1,3,1,NA,NA
477,477,9,8,1,1,2,11,1,4,2,NA,NA
477,477,10,8,1,3,2,11,1,4,2,NA,NA
477,477,11,8,1,1,2,11,1,4,1,NA,NA
477,477,12,8,1,2,2,11,1,4,2,NA,NA
477,477,13,8,1,2,2,11,1,4,1,NA,NA
477,477,14,8,1,1,2,11,1,4,2,NA,NA
477,477,15,8,1,0,2,11,1,4,2,NA,NA
477,477,16,8,1,4,2,11,1,4,1,NA,NA
477,477,17,8,1,2,2,11,1,4,1,NA,NA
477,477,18,8,1,3,2,11,1,5,2,NA,NA
477,477,19,8,1,2,2,11,1,4,1,NA,NA
477,477,20,8,1,4,2,11,1,4,2,NA,NA
478,478,1,8,1,2,2,11,1,4,2,NA,NA
478,478,2,8,1,1,2,11,1,5,1,NA,NA
478,478,3,8,1,4,2,11,1,5,1,NA,NA
478,478,4,8,1,0,2,11,1,4,2,NA,NA
478,478,5,8,1,2,2,12,1,3,2,NA,NA
478,478,6,8,1,3,2,11,1,5,2,NA,NA
478,478,7,8,1,4,2,12,1,4,1,NA,NA
478,478,8,8,1,0,2,11,2,2,3,NA,1
478,478,9,8,1,4,2,11,1,4,1,NA,NA
478,478,10,8,1,2,2,12,1,5,1,NA,NA
478,478,11,8,1,2,2,12,1,4,1,NA,NA
478,478,12,8,1,1,2,12,1,3,2,NA,NA
478,478,13,8,1,2,2,11,1,4,2,NA,NA
478,478,14,8,1,3,2,11,1,5,1,NA,NA
478,478,15,8,1,3,2,12,1,4,2,NA,NA
478,478,16,8,1,0,2,11,1,4,2,NA,NA
478,478,17,8,1,4,2,12,1,5,1,NA,NA
478,478,18,8,1,4,2,11,1,4,1,NA,NA
478,478,19,8,1,3,2,11,1,5,1,NA,NA
478,478,20,8,1,3,2,12,1,4,2,NA,NA
479,479,1,8,2,0,2,12,1,3,2,NA,NA
479,479,2,8,1,1,2,12,1,4,2,NA,NA
479,479,3,8,1,3,2,12,1,5,1,NA,NA
479,479,4,8,1,1,2,11,1,2,2,NA,NA
479,479,5,8,1,0,2,96,1,4,1,NA,NA
479,479,6,8,1,1,2,11,1,4,2,NA,NA
479,479,7,8,1,1,2,11,1,5,1,NA,NA
479,479,8,8,1,4,2,11,1,5,1,NA,NA
479,479,9,8,1,2,2,12,1,5,1,NA,NA
479,479,10,8,1,2,2,11,1,4,1,NA,NA
479,479,11,8,1,1,2,12,1,4,1,NA,NA
479,479,12,8,1,2,2,13,1,4,1,NA,NA
479,479,13,8,1,0,2,12,1,5,1,NA,NA
479,479,14,8,1,3,2,11,1,4,1,NA,NA
479,479,15,8,1,1,2,12,1,4,1,NA,NA
479,479,16,8,1,0,2,11,1,5,1,NA,NA
479,479,17,8,1,0,2,12,1,3,2,NA,NA
479,479,18,8,1,0,2,11,1,4,1,NA,NA
479,479,19,8,1,2,2,11,1,3,2,NA,NA
479,479,20,8,1,0,2,12,1,4,1,NA,NA
480,480,1,8,1,0,2,13,1,2,2,NA,NA
480,480,2,8,1,4,2,11,1,5,1,NA,NA
480,480,3,8,1,4,1,11,1,5,2,NA,NA
480,480,4,8,1,4,1,11,1,5,1,NA,NA
480,480,5,8,1,4,1,11,1,5,1,NA,NA
480,480,6,8,1,4,2,11,1,5,1,NA,NA
480,480,7,8,1,3,2,11,1,4,1,NA,NA
480,480,8,8,2,1,2,11,1,4,1,NA,NA
480,480,9,8,1,3,2,11,1,4,1,NA,NA
480,480,10,8,1,4,2,11,1,4,2,NA,NA
480,480,11,8,1,1,2,12,1,4,1,NA,NA
480,480,12,8,1,2,2,11,1,4,1,NA,NA
480,480,13,8,2,4,2,11,1,5,1,NA,NA
480,480,14,8,1,3,2,11,1,5,1,NA,NA
480,480,15,8,1,2,2,11,2,4,1,NA,1
480,480,16,8,1,4,2,11,1,5,1,NA,NA
480,480,17,8,1,3,2,11,1,5,1,NA,NA
480,480,18,8,1,1,2,12,1,5,1,NA,NA
480,480,19,8,1,4,2,11,1,4,1,NA,NA
480,480,20,8,2,4,2,11,1,5,1,NA,NA
481,481,1,8,1,3,2,11,1,5,1,NA,NA
481,481,2,8,1,2,2,11,2,3,3,NA,2
481,481,3,8,1,3,2,11,1,5,1,NA,NA
481,481,4,8,1,3,2,11,1,5,1,NA,NA
481,481,5,8,1,2,2,11,1,4,1,NA,NA
481,481,6,8,1,1,2,11,1,5,1,NA,NA
481,481,7,8,2,2,2,11,1,5,1,NA,NA
481,481,8,8,1,3,2,11,1,4,1,NA,NA
481,481,9,8,1,1,2,11,1,5,1,NA,NA
481,481,10,8,1,3,1,11,1,4,1,NA,NA
481,481,11,8,1,2,2,11,NA,3,6,NA,1
481,481,12,8,1,3,2,11,1,5,2,NA,NA
481,481,13,8,1,3,2,12,1,4,1,NA,NA
481,481,14,8,1,0,2,11,1,3,1,NA,NA
481,481,15,8,1,1,2,11,1,4,1,NA,NA
481,481,16,8,1,2,2,11,1,4,1,NA,NA
481,481,17,8,1,4,1,11,1,5,1,NA,NA
481,481,18,8,1,3,2,11,2,4,1,NA,1
481,481,19,8,1,2,2,11,1,3,1,NA,NA
481,481,20,8,1,0,2,11,1,5,1,NA,NA
482,482,1,8,1,3,2,11,1,5,1,NA,NA
482,482,2,8,1,4,2,11,1,5,1,NA,NA
482,482,3,8,1,4,2,11,1,5,1,NA,NA
482,482,4,8,1,4,2,11,1,5,1,NA,NA
482,482,5,8,1,0,2,11,1,2,2,NA,NA
482,482,6,8,1,4,2,11,1,5,1,NA,NA
482,482,7,8,1,0,2,11,1,5,1,NA,NA
482,482,8,8,1,4,1,11,1,5,1,NA,NA
482,482,9,8,1,4,2,11,1,5,1,NA,NA
482,482,10,8,1,4,2,11,1,5,1,NA,NA
482,482,11,8,1,4,2,11,1,5,1,NA,NA
482,482,12,8,1,2,2,11,1,5,1,NA,NA
482,482,13,8,1,4,2,11,1,5,1,NA,NA
482,482,14,8,1,4,2,11,1,5,1,NA,NA
482,482,15,8,1,4,2,11,1,5,1,NA,NA
482,482,16,8,1,0,2,11,1,2,1,NA,NA
482,482,17,8,1,0,2,11,1,3,2,NA,NA
482,482,18,8,1,3,2,11,1,5,1,NA,NA
482,482,19,8,1,4,2,11,1,5,1,NA,NA
482,482,20,8,1,1,2,14,1,1,3,NA,NA
483,483,1,8,1,3,2,11,1,5,1,NA,NA
483,483,2,8,1,3,2,11,2,4,1,NA,1
483,483,3,8,1,4,2,11,1,5,1,NA,NA
483,483,4,8,1,4,2,11,1,5,1,NA,NA
483,483,5,8,1,3,1,11,1,5,1,NA,NA
483,483,6,8,1,3,2,11,1,5,1,NA,NA
483,483,7,8,1,2,2,11,1,5,1,NA,NA
483,483,8,8,1,3,2,11,1,4,1,NA,NA
483,483,9,8,1,3,2,11,1,4,1,NA,NA
483,483,10,8,1,1,2,11,1,3,1,NA,NA
483,483,11,8,1,2,2,11,1,4,1,NA,NA
483,483,12,8,1,1,1,11,1,4,1,NA,NA
483,483,13,8,1,3,2,11,1,5,1,NA,NA
483,483,14,8,1,2,2,11,1,4,1,NA,NA
483,483,15,8,NA,NA,NA,NA,NA,0,NA,NA,NA
483,483,16,8,2,0,2,11,1,5,1,NA,NA
483,483,17,8,2,0,1,11,1,5,1,NA,NA
483,483,18,8,1,0,2,11,2,3,1,NA,2
483,483,19,8,1,2,2,11,1,4,1,NA,NA
483,483,20,8,1,1,1,11,1,5,1,NA,NA
484,484,1,8,1,1,2,11,1,5,1,NA,NA
484,484,2,8,1,3,2,11,1,5,1,NA,NA
484,484,3,8,1,2,2,11,1,5,1,NA,NA
484,484,4,8,1,3,1,11,1,5,1,NA,NA
484,484,5,8,1,0,1,12,1,4,1,NA,NA
